"ITTER107"|"Territory"|"TIPO_DATO_CVSTRA"|"Data type"|"SEXISTAT1"|"Gender"|"ETA1"|"Age"|"ISO"|"Citizenship"|"COPPIA"|"Couple"|"TIP_FAM"|"Type of household"|"PRES_LUOGO"|"Presence in Italy"|"TITOLO_STUDIO"|"Level of education"|"CONDIZIONE_DICH4"|"Labour status"|"LINGUA"|"Language"|"SODDISFAZIONE"|"Satisfaction with life and work"|"DISCRIMINATION"|"Discrimination"|"TIME"|"Select time"|"Value"|"Flag Codes"|"Flags"
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_MED"|"yes, during medical examinations"|"2012"|"2012"|7.3||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_FIN"|"yes, in access to financial services"|"2012"|"2012"|7.4||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_INS"|"yes, in requesting insurance"|"2012"|"2012"|7.4||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_PO"|"yes, in public offices"|"2012"|"2012"|7.2||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_H"|"yes, in housing (looking for home or apartment to rent)"|"2012"|"2012"|7.2||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"DISCR_NE"|"yes, in housing (problems with neighbors)"|"2012"|"2012"|7.3||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_ED"|"no, in education"|"2012"|"2012"|8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_J"|"no, on the job "|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_EA"|"no, in access to employment"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_MED"|"no, during medical examinations"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_FIN"|"no, in access to financial services"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_INS"|"no, in requesting insurance"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_PO"|"no, in public offices"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_H"|"no, in housing (looking for home or apartment to rent)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"NOT_DISCR_NE"|"no, in housing (problems with neighbors)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_ED"|"total (in education)"|"2012"|"2012"|7.9||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_J"|"total (on the job)"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_EA"|"total (in access to employment)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_MED"|"total (during medical examinations)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_FIN"|"total (in access to financial services)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_INS"|"total (insurance)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_PO"|"total (in public offices)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_H"|"total (looking for home or apartment to rent)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL_NE"|"total (neighbors)"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"OCC"|"continuous coordinated collaboration or occasional worker"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"SEL"|"self-employed worker"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"29"|"diploma of lower secondary education"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"67"|"upper secondary school certificate or diploma of upper secondary education (4-5 years)"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_1FHH_WH_ORS"|"one-family households without other resident persons"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_1FHH_W_ORS"|"one-family households with other resident persons"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_GE2_FHH"|"two-or-more-family households"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"ALL_NNAT"|"households with all non national members"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"IT_HH"|"private households with at least one italian member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"ATL_1MINP"|"households in which there is at least one member aged 0-17"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.8||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"NO_MINP"|"households without members aged 0-17"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.5||
"IT"|"Italy"|"AVE_RAT_L"|"level of satisfaction from 0 to 10 for life by foreign citizens aged 15 years and over (average value)"|"9"|"total"|"Y_GE55"|"55 years and over"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"1"|"males"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"2"|"females"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"Y_GE15"|"15 years and over"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"Y15-24"|"15-24 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.5||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"Y25-34"|"25-34 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"Y35-44"|"35-44 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"Y45-54"|"45-54 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.8||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"CN"|"China"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.3||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.3||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"UA"|"Ukraine"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"NFHH"|"non-family households"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|8.8||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|9||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.8||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.5||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.7||
"IT"|"Italy"|"AVE_RAT_J"|"level of satisfaction from 0 to 10 for work by foreign working citizens aged 15 years and over (average value)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.4||
