"ITTER107","Territory","TIPO_DATO_FOL","Data type","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",12.886221,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",16.203084,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",13.046881,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",13.38839,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",10.790575,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",9.745973,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",13.329078,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",17.407383,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",11.178824,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",11.954933,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",12.694265,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",10.884297,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",9.742139,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",9.770195,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",10.557308,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",11.636787,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",7.18033,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",9.411864,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",11.668829,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",10.530081,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",7.862907,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",17.071348,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",16.583194,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",17.527796,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",16.338788,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",17.801863,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",18.915851,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",17.506697,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",21.127219,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",18.01539,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",18.945458,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",20.881546,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",19.123957,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",20.613253,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",22.778381,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",25.854719,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",14.469705,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",21.219997,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",22.779392,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",16.438941,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",16.024741,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",20.932204,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",24.882451,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",17.397746,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",19.318053,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",20.689669,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",19.240415,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",14.742665,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",16.372728,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019","2019",12.33577,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",13.29957,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",12.294153,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",12.550649,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",11.184285,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020","2020",11.804364,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",8.554972,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",11.32409,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",12.442815,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",14.69679,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021","2021",10.276397,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022","2022",8.639653,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023","2023",8.950713,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",13.310179,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",9.804795,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",7.9358,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",10.200252,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",10.981412,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",8.916176,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",6.736238,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",7.940854,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",9.193798,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",10.646177,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",8.517015,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",7.491628,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q1","Q1-2024",9.008748,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q2","Q2-2024",7.896166,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q3","Q3-2024",7.895797,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019","2019",11.00383,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",12.388018,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",11.47707,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",10.917397,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",9.254175,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020","2020",12.004,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",11.67429,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",10.903158,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",12.002251,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",13.437227,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021","2021",12.24386,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022","2022",9.392472,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023","2023",8.542151,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",16.226138,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",12.536662,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",9.308936,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",10.850805,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",11.012462,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",10.385662,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",8.013176,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",8.134667,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",9.145175,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",8.980578,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",8.043374,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",8.037007,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q1","Q1-2024",8.4025,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q2","Q2-2024",8.73834,,
"ITCD","Nord","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q3","Q3-2024",8.447012,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",14.462167,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",14.869528,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",13.132791,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",15.754184,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",14.229137,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",12.083278,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",6.513454,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",13.022,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",13.743381,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",14.935226,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",11.112317,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",10.208622,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",10.545629,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",15.413819,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",8.4487,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",9.786653,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",11.469253,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",13.412329,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",7.927115,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",8.888437,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",10.800753,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",10.903394,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",13.107943,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",9.883407,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",8.286857,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",9.917191,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",7.505676,,
"ITD","Nord-est","UNEM_R","unemployment rate","Y15-74","15-74 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",9.14797,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",13.655733,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",14.942507,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",12.839717,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",14.225802,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",12.610956,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",12.327947,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",6.723768,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",12.97442,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",15.372782,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",13.768638,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",12.553068,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",10.533413,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",10.103539,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",14.167384,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",13.777875,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",10.696221,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",11.824395,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",12.947567,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",9.718713,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",9.325711,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",10.117586,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",10.734593,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",12.238359,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",8.347701,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",9.034102,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",11.156748,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",9.518889,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",8.364237,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",17.198965,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",16.661432,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",17.795243,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",16.457356,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",17.847268,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",19.227416,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",18.005226,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",21.355394,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",18.308842,,
