Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2022,HND,Honduras,Female,292,,D4,Immigrants - citizenship
2022,HND,Honduras,Total,429,,D4,Immigrants - citizenship
2023,HND,Honduras,Male,179,,D4,Immigrants - citizenship
2023,HND,Honduras,Female,307,,D4,Immigrants - citizenship
2023,HND,Honduras,Total,486,,D4,Immigrants - citizenship
2019,HUN,Hungary,Male,200,,D4,Immigrants - citizenship
2019,HUN,Hungary,Female,322,,D4,Immigrants - citizenship
2019,HUN,Hungary,Total,522,,D4,Immigrants - citizenship
2020,HUN,Hungary,Male,157,,D4,Immigrants - citizenship
2020,HUN,Hungary,Female,298,,D4,Immigrants - citizenship
2020,HUN,Hungary,Total,455,,D4,Immigrants - citizenship
2021,HUN,Hungary,Male,193,,D4,Immigrants - citizenship
2021,HUN,Hungary,Female,357,,D4,Immigrants - citizenship
2021,HUN,Hungary,Total,550,,D4,Immigrants - citizenship
2022,HUN,Hungary,Male,195,,D4,Immigrants - citizenship
2022,HUN,Hungary,Female,340,,D4,Immigrants - citizenship
2022,HUN,Hungary,Total,535,,D4,Immigrants - citizenship
2023,HUN,Hungary,Male,270,,D4,Immigrants - citizenship
2023,HUN,Hungary,Female,387,,D4,Immigrants - citizenship
2023,HUN,Hungary,Total,657,,D4,Immigrants - citizenship
2019,ISL,Iceland,Male,12,,D4,Immigrants - citizenship
2019,ISL,Iceland,Female,7,,D4,Immigrants - citizenship
2019,ISL,Iceland,Total,19,,D4,Immigrants - citizenship
2020,ISL,Iceland,Male,6,,D4,Immigrants - citizenship
2020,ISL,Iceland,Female,10,,D4,Immigrants - citizenship
2020,ISL,Iceland,Total,16,,D4,Immigrants - citizenship
2021,ISL,Iceland,Male,12,,D4,Immigrants - citizenship
2021,ISL,Iceland,Female,4,,D4,Immigrants - citizenship
2021,ISL,Iceland,Total,16,,D4,Immigrants - citizenship
2022,ISL,Iceland,Male,8,,D4,Immigrants - citizenship
2022,ISL,Iceland,Female,8,,D4,Immigrants - citizenship
2022,ISL,Iceland,Total,16,,D4,Immigrants - citizenship
2023,ISL,Iceland,Male,20,,D4,Immigrants - citizenship
2023,ISL,Iceland,Female,12,,D4,Immigrants - citizenship
2023,ISL,Iceland,Total,32,,D4,Immigrants - citizenship
2019,IND,India,Male,6167,,D4,Immigrants - citizenship
2019,IND,India,Female,5799,,D4,Immigrants - citizenship
2019,IND,India,Total,11966,,D4,Immigrants - citizenship
2020,IND,India,Male,4028,,D4,Immigrants - citizenship
2020,IND,India,Female,3232,,D4,Immigrants - citizenship
2020,IND,India,Total,7260,,D4,Immigrants - citizenship
2021,IND,India,Male,6572,,D4,Immigrants - citizenship
2021,IND,India,Female,4776,,D4,Immigrants - citizenship
2021,IND,India,Total,11348,,D4,Immigrants - citizenship
2022,IND,India,Male,7183,,D4,Immigrants - citizenship
2022,IND,India,Female,5814,,D4,Immigrants - citizenship
2022,IND,India,Total,12997,,D4,Immigrants - citizenship
2023,IND,India,Male,7241,,D4,Immigrants - citizenship
2023,IND,India,Female,6450,,D4,Immigrants - citizenship
2023,IND,India,Total,13691,,D4,Immigrants - citizenship
2019,IND,India,Male,60009,Long-term,D5,Type of residence permit and citizenship
2019,IND,India,Male,35786,Short-term,D5,Type of residence permit and citizenship
2019,IND,India,Male,95795,Total,D5,Type of residence permit and citizenship
2019,IND,India,Female,38247,Long-term,D5,Type of residence permit and citizenship
2019,IND,India,Female,28851,Short-term,D5,Type of residence permit and citizenship
2019,IND,India,Female,67098,Total,D5,Type of residence permit and citizenship
2019,IND,India,Total,98256,Long-term,D5,Type of residence permit and citizenship
2019,IND,India,Total,64637,Short-term,D5,Type of residence permit and citizenship
2019,IND,India,Total,162893,Total,D5,Type of residence permit and citizenship
2020,IND,India,Male,62122,Long-term,D5,Type of residence permit and citizenship
2020,IND,India,Male,34383,Short-term,D5,Type of residence permit and citizenship
2020,IND,India,Male,96505,Total,D5,Type of residence permit and citizenship
2020,IND,India,Female,38476,Long-term,D5,Type of residence permit and citizenship
2020,IND,India,Female,30682,Short-term,D5,Type of residence permit and citizenship
2020,IND,India,Female,69158,Total,D5,Type of residence permit and citizenship
2020,IND,India,Total,100598,Long-term,D5,Type of residence permit and citizenship
2020,IND,India,Total,65065,Short-term,D5,Type of residence permit and citizenship
2020,IND,India,Total,165663,Total,D5,Type of residence permit and citizenship
2021,IND,India,Male,60525,Long-term,D5,Type of residence permit and citizenship
2021,IND,India,Male,28556,Short-term,D5,Type of residence permit and citizenship
2021,IND,India,Male,89081,Total,D5,Type of residence permit and citizenship
2021,IND,India,Female,36033,Long-term,D5,Type of residence permit and citizenship
2021,IND,India,Female,28832,Short-term,D5,Type of residence permit and citizenship
2021,IND,India,Female,64865,Total,D5,Type of residence permit and citizenship
2021,IND,India,Total,96558,Long-term,D5,Type of residence permit and citizenship
2021,IND,India,Total,57388,Short-term,D5,Type of residence permit and citizenship
2021,IND,India,Total,153946,Total,D5,Type of residence permit and citizenship
2022,IND,India,Male,62001,Long-term,D5,Type of residence permit and citizenship
2022,IND,India,Male,33270,Short-term,D5,Type of residence permit and citizenship
2022,IND,India,Male,95271,Total,D5,Type of residence permit and citizenship
2022,IND,India,Female,37974,Long-term,D5,Type of residence permit and citizenship
2022,IND,India,Female,28774,Short-term,D5,Type of residence permit and citizenship
2022,IND,India,Female,66748,Total,D5,Type of residence permit and citizenship
2022,IND,India,Total,99975,Long-term,D5,Type of residence permit and citizenship
2022,IND,India,Total,62044,Short-term,D5,Type of residence permit and citizenship
2022,IND,India,Total,162019,Total,D5,Type of residence permit and citizenship
2023,IND,India,Male,60187,Long-term,D5,Type of residence permit and citizenship
2023,IND,India,Male,36340,Short-term,D5,Type of residence permit and citizenship
2023,IND,India,Male,96527,Total,D5,Type of residence permit and citizenship
2023,IND,India,Female,36379,Long-term,D5,Type of residence permit and citizenship
2023,IND,India,Female,31513,Short-term,D5,Type of residence permit and citizenship
2023,IND,India,Female,67892,Total,D5,Type of residence permit and citizenship
2023,IND,India,Total,96566,Long-term,D5,Type of residence permit and citizenship
2023,IND,India,Total,67853,Short-term,D5,Type of residence permit and citizenship
2023,IND,India,Total,164419,Total,D5,Type of residence permit and citizenship
2024,IND,India,Male,55986,Long-term,D5,Type of residence permit and citizenship
2024,IND,India,Male,32781,Short-term,D5,Type of residence permit and citizenship
2024,IND,India,Male,88767,Total,D5,Type of residence permit and citizenship
2024,IND,India,Female,34417,Long-term,D5,Type of residence permit and citizenship
2024,IND,India,Female,29857,Short-term,D5,Type of residence permit and citizenship
2024,IND,India,Female,64274,Total,D5,Type of residence permit and citizenship
2024,IND,India,Total,90403,Long-term,D5,Type of residence permit and citizenship
2024,IND,India,Total,62638,Short-term,D5,Type of residence permit and citizenship
2024,IND,India,Total,153041,Total,D5,Type of residence permit and citizenship
2019,IDN,Indonesia,Male,42,,D4,Immigrants - citizenship
2019,IDN,Indonesia,Female,210,,D4,Immigrants - citizenship
2019,IDN,Indonesia,Total,252,,D4,Immigrants - citizenship
2020,IDN,Indonesia,Male,32,,D4,Immigrants - citizenship
2020,IDN,Indonesia,Female,142,,D4,Immigrants - citizenship
2020,IDN,Indonesia,Total,174,,D4,Immigrants - citizenship
2021,IDN,Indonesia,Male,42,,D4,Immigrants - citizenship
2021,IDN,Indonesia,Female,186,,D4,Immigrants - citizenship
2021,IDN,Indonesia,Total,228,,D4,Immigrants - citizenship
2022,IDN,Indonesia,Male,37,,D4,Immigrants - citizenship
2022,IDN,Indonesia,Female,162,,D4,Immigrants - citizenship
2022,IDN,Indonesia,Total,199,,D4,Immigrants - citizenship
2023,IDN,Indonesia,Male,56,,D4,Immigrants - citizenship
2023,IDN,Indonesia,Female,198,,D4,Immigrants - citizenship
2023,IDN,Indonesia,Total,254,,D4,Immigrants - citizenship
2019,IRN,Iran,Male,813,,D4,Immigrants - citizenship
2019,IRN,Iran,Female,835,,D4,Immigrants - citizenship
2019,IRN,Iran,Total,1648,,D4,Immigrants - citizenship
2020,IRN,Iran,Male,825,,D4,Immigrants - citizenship
2020,IRN,Iran,Female,776,,D4,Immigrants - citizenship
2020,IRN,Iran,Total,1601,,D4,Immigrants - citizenship
2021,IRN,Iran,Male,954,,D4,Immigrants - citizenship
2021,IRN,Iran,Female,894,,D4,Immigrants - citizenship
2021,IRN,Iran,Total,1848,,D4,Immigrants - citizenship
2022,IRN,Iran,Male,1235,,D4,Immigrants - citizenship
2022,IRN,Iran,Female,1333,,D4,Immigrants - citizenship
2022,IRN,Iran,Total,2568,,D4,Immigrants - citizenship
2023,IRN,Iran,Male,2127,,D4,Immigrants - citizenship
2023,IRN,Iran,Female,2191,,D4,Immigrants - citizenship
2023,IRN,Iran,Total,4318,,D4,Immigrants - citizenship
2019,IRN,Iran,Male,2197,Long-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Male,4097,Short-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Male,6294,Total,D5,Type of residence permit and citizenship
2019,IRN,Iran,Female,2247,Long-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Female,3882,Short-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Female,6129,Total,D5,Type of residence permit and citizenship
2019,IRN,Iran,Total,4444,Long-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Total,7979,Short-term,D5,Type of residence permit and citizenship
2019,IRN,Iran,Total,12423,Total,D5,Type of residence permit and citizenship
2020,IRN,Iran,Male,2388,Long-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Male,4311,Short-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Male,6699,Total,D5,Type of residence permit and citizenship
2020,IRN,Iran,Female,2419,Long-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Female,4277,Short-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Female,6696,Total,D5,Type of residence permit and citizenship
2020,IRN,Iran,Total,4807,Long-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Total,8588,Short-term,D5,Type of residence permit and citizenship
2020,IRN,Iran,Total,13395,Total,D5,Type of residence permit and citizenship
2021,IRN,Iran,Male,2432,Long-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Male,3643,Short-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Male,6075,Total,D5,Type of residence permit and citizenship
2021,IRN,Iran,Female,2352,Long-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Female,3765,Short-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Female,6117,Total,D5,Type of residence permit and citizenship
2021,IRN,Iran,Total,4784,Long-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Total,7408,Short-term,D5,Type of residence permit and citizenship
2021,IRN,Iran,Total,12192,Total,D5,Type of residence permit and citizenship
2022,IRN,Iran,Male,2819,Long-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Male,4642,Short-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Male,7461,Total,D5,Type of residence permit and citizenship
2022,IRN,Iran,Female,3160,Long-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Female,4364,Short-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Female,7524,Total,D5,Type of residence permit and citizenship
2022,IRN,Iran,Total,5979,Long-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Total,9006,Short-term,D5,Type of residence permit and citizenship
2022,IRN,Iran,Total,14985,Total,D5,Type of residence permit and citizenship
2023,IRN,Iran,Male,3009,Long-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Male,5644,Short-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Male,8653,Total,D5,Type of residence permit and citizenship
2023,IRN,Iran,Female,3368,Long-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Female,5588,Short-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Female,8956,Total,D5,Type of residence permit and citizenship
2023,IRN,Iran,Total,6377,Long-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Total,11232,Short-term,D5,Type of residence permit and citizenship
2023,IRN,Iran,Total,17609,Total,D5,Type of residence permit and citizenship
2024,IRN,Iran,Male,3162,Long-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Male,6256,Short-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Male,9418,Total,D5,Type of residence permit and citizenship
2024,IRN,Iran,Female,3497,Long-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Female,6896,Short-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Female,10393,Total,D5,Type of residence permit and citizenship
2024,IRN,Iran,Total,6659,Long-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Total,13152,Short-term,D5,Type of residence permit and citizenship
2024,IRN,Iran,Total,19811,Total,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Male,694,,D4,Immigrants - citizenship
2019,IRQ,Iraq,Female,178,,D4,Immigrants - citizenship
2019,IRQ,Iraq,Total,872,,D4,Immigrants - citizenship
2020,IRQ,Iraq,Male,683,,D4,Immigrants - citizenship
2020,IRQ,Iraq,Female,169,,D4,Immigrants - citizenship
2020,IRQ,Iraq,Total,852,,D4,Immigrants - citizenship
2021,IRQ,Iraq,Male,754,,D4,Immigrants - citizenship
2021,IRQ,Iraq,Female,193,,D4,Immigrants - citizenship
2021,IRQ,Iraq,Total,947,,D4,Immigrants - citizenship
2022,IRQ,Iraq,Male,761,,D4,Immigrants - citizenship
2022,IRQ,Iraq,Female,280,,D4,Immigrants - citizenship
2022,IRQ,Iraq,Total,1041,,D4,Immigrants - citizenship
2023,IRQ,Iraq,Male,546,,D4,Immigrants - citizenship
2023,IRQ,Iraq,Female,237,,D4,Immigrants - citizenship
2023,IRQ,Iraq,Total,783,,D4,Immigrants - citizenship
2019,IRQ,Iraq,Male,502,Long-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Male,4857,Short-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Male,5359,Total,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Female,241,Long-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Female,1004,Short-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Female,1245,Total,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Total,743,Long-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Total,5861,Short-term,D5,Type of residence permit and citizenship
2019,IRQ,Iraq,Total,6604,Total,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Male,590,Long-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Male,4940,Short-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Male,5530,Total,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Female,233,Long-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Female,1170,Short-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Female,1403,Total,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Total,823,Long-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Total,6110,Short-term,D5,Type of residence permit and citizenship
2020,IRQ,Iraq,Total,6933,Total,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Male,671,Long-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Male,4607,Short-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Male,5278,Total,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Female,219,Long-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Female,1162,Short-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Female,1381,Total,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Total,890,Long-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Total,5769,Short-term,D5,Type of residence permit and citizenship
2021,IRQ,Iraq,Total,6659,Total,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Male,788,Long-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Male,4541,Short-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Male,5329,Total,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Female,245,Long-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Female,1172,Short-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Female,1417,Total,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Total,1033,Long-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Total,5713,Short-term,D5,Type of residence permit and citizenship
2022,IRQ,Iraq,Total,6746,Total,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Male,877,Long-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Male,4574,Short-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Male,5451,Total,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Female,255,Long-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Female,1282,Short-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Female,1537,Total,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Total,1132,Long-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Total,5856,Short-term,D5,Type of residence permit and citizenship
2023,IRQ,Iraq,Total,6988,Total,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Male,1085,Long-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Male,4199,Short-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Male,5284,Total,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Female,279,Long-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Female,1303,Short-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Female,1582,Total,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Total,1364,Long-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Total,5502,Short-term,D5,Type of residence permit and citizenship
2024,IRQ,Iraq,Total,6866,Total,D5,Type of residence permit and citizenship
2019,IRL,Ireland,Male,149,,D4,Immigrants - citizenship
2019,IRL,Ireland,Female,103,,D4,Immigrants - citizenship
2019,IRL,Ireland,Total,252,,D4,Immigrants - citizenship
2020,IRL,Ireland,Male,167,,D4,Immigrants - citizenship
2020,IRL,Ireland,Female,132,,D4,Immigrants - citizenship
2020,IRL,Ireland,Total,299,,D4,Immigrants - citizenship
2021,IRL,Ireland,Male,180,,D4,Immigrants - citizenship
2021,IRL,Ireland,Female,156,,D4,Immigrants - citizenship
2021,IRL,Ireland,Total,336,,D4,Immigrants - citizenship
2022,IRL,Ireland,Male,219,,D4,Immigrants - citizenship
2022,IRL,Ireland,Female,179,,D4,Immigrants - citizenship
2022,IRL,Ireland,Total,398,,D4,Immigrants - citizenship
2023,IRL,Ireland,Male,258,,D4,Immigrants - citizenship
2023,IRL,Ireland,Female,189,,D4,Immigrants - citizenship
2023,IRL,Ireland,Total,447,,D4,Immigrants - citizenship
2019,ISR,Israel,Male,102,,D4,Immigrants - citizenship
2019,ISR,Israel,Female,90,,D4,Immigrants - citizenship
2019,ISR,Israel,Total,192,,D4,Immigrants - citizenship
2020,ISR,Israel,Male,53,,D4,Immigrants - citizenship
2020,ISR,Israel,Female,67,,D4,Immigrants - citizenship
2020,ISR,Israel,Total,120,,D4,Immigrants - citizenship
2021,ISR,Israel,Male,69,,D4,Immigrants - citizenship
2021,ISR,Israel,Female,81,,D4,Immigrants - citizenship
2021,ISR,Israel,Total,150,,D4,Immigrants - citizenship
2022,ISR,Israel,Male,115,,D4,Immigrants - citizenship
2022,ISR,Israel,Female,103,,D4,Immigrants - citizenship
2022,ISR,Israel,Total,218,,D4,Immigrants - citizenship
2023,ISR,Israel,Male,182,,D4,Immigrants - citizenship
2023,ISR,Israel,Female,156,,D4,Immigrants - citizenship
2023,ISR,Israel,Total,338,,D4,Immigrants - citizenship
2019,ITA,Italy,Male,38379,,D4,Immigrants - citizenship
2019,ITA,Italy,Female,29828,,D4,Immigrants - citizenship
2019,ITA,Italy,Total,68207,,D4,Immigrants - citizenship
2020,ITA,Italy,Male,31487,,D4,Immigrants - citizenship
2020,ITA,Italy,Female,24273,,D4,Immigrants - citizenship
2020,ITA,Italy,Total,55760,,D4,Immigrants - citizenship
2021,ITA,Italy,Male,41712,,D4,Immigrants - citizenship
2021,ITA,Italy,Female,33047,,D4,Immigrants - citizenship
2021,ITA,Italy,Total,74759,,D4,Immigrants - citizenship
2022,ITA,Italy,Male,42131,,D4,Immigrants - citizenship
2022,ITA,Italy,Female,32359,,D4,Immigrants - citizenship
2022,ITA,Italy,Total,74490,,D4,Immigrants - citizenship
2023,ITA,Italy,Male,34870,,D4,Immigrants - citizenship
2023,ITA,Italy,Female,26416,,D4,Immigrants - citizenship
2023,ITA,Italy,Total,61286,,D4,Immigrants - citizenship
2019,JAM,Jamaica,Male,2,,D4,Immigrants - citizenship
2019,JAM,Jamaica,Female,5,,D4,Immigrants - citizenship
2019,JAM,Jamaica,Total,7,,D4,Immigrants - citizenship
2020,JAM,Jamaica,Male,2,,D4,Immigrants - citizenship
2020,JAM,Jamaica,Female,3,,D4,Immigrants - citizenship
2020,JAM,Jamaica,Total,5,,D4,Immigrants - citizenship
2021,JAM,Jamaica,Male,3,,D4,Immigrants - citizenship
2021,JAM,Jamaica,Female,5,,D4,Immigrants - citizenship
2021,JAM,Jamaica,Total,8,,D4,Immigrants - citizenship
2022,JAM,Jamaica,Male,5,,D4,Immigrants - citizenship
2022,JAM,Jamaica,Female,5,,D4,Immigrants - citizenship
2022,JAM,Jamaica,Total,10,,D4,Immigrants - citizenship
2023,JAM,Jamaica,Female,3,,D4,Immigrants - citizenship
2023,JAM,Jamaica,Total,3,,D4,Immigrants - citizenship
2019,JPN,Japan,Male,216,,D4,Immigrants - citizenship
2019,JPN,Japan,Female,257,,D4,Immigrants - citizenship
2019,JPN,Japan,Total,473,,D4,Immigrants - citizenship
2020,JPN,Japan,Male,144,,D4,Immigrants - citizenship
2020,JPN,Japan,Female,227,,D4,Immigrants - citizenship
2020,JPN,Japan,Total,371,,D4,Immigrants - citizenship
2021,JPN,Japan,Male,150,,D4,Immigrants - citizenship
2021,JPN,Japan,Female,217,,D4,Immigrants - citizenship
2021,JPN,Japan,Total,367,,D4,Immigrants - citizenship
2022,JPN,Japan,Male,164,,D4,Immigrants - citizenship
2022,JPN,Japan,Female,211,,D4,Immigrants - citizenship
2022,JPN,Japan,Total,375,,D4,Immigrants - citizenship
2023,JPN,Japan,Male,203,,D4,Immigrants - citizenship
2023,JPN,Japan,Female,252,,D4,Immigrants - citizenship
2023,JPN,Japan,Total,455,,D4,Immigrants - citizenship
2019,JOR,Jordan,Male,57,,D4,Immigrants - citizenship
2019,JOR,Jordan,Female,49,,D4,Immigrants - citizenship
2019,JOR,Jordan,Total,106,,D4,Immigrants - citizenship
2020,JOR,Jordan,Male,50,,D4,Immigrants - citizenship
2020,JOR,Jordan,Female,37,,D4,Immigrants - citizenship
2020,JOR,Jordan,Total,87,,D4,Immigrants - citizenship
2021,JOR,Jordan,Male,53,,D4,Immigrants - citizenship
2021,JOR,Jordan,Female,40,,D4,Immigrants - citizenship
2021,JOR,Jordan,Total,93,,D4,Immigrants - citizenship
2022,JOR,Jordan,Male,70,,D4,Immigrants - citizenship
2022,JOR,Jordan,Female,58,,D4,Immigrants - citizenship
2022,JOR,Jordan,Total,128,,D4,Immigrants - citizenship
2023,JOR,Jordan,Male,63,,D4,Immigrants - citizenship
2023,JOR,Jordan,Female,58,,D4,Immigrants - citizenship
2023,JOR,Jordan,Total,121,,D4,Immigrants - citizenship
2019,KAZ,Kazakhstan,Male,37,,D4,Immigrants - citizenship
2019,KAZ,Kazakhstan,Female,152,,D4,Immigrants - citizenship
2019,KAZ,Kazakhstan,Total,189,,D4,Immigrants - citizenship
2020,KAZ,Kazakhstan,Male,21,,D4,Immigrants - citizenship
2020,KAZ,Kazakhstan,Female,122,,D4,Immigrants - citizenship
2020,KAZ,Kazakhstan,Total,143,,D4,Immigrants - citizenship
2021,KAZ,Kazakhstan,Male,43,,D4,Immigrants - citizenship
2021,KAZ,Kazakhstan,Female,134,,D4,Immigrants - citizenship
2021,KAZ,Kazakhstan,Total,177,,D4,Immigrants - citizenship
2022,KAZ,Kazakhstan,Male,35,,D4,Immigrants - citizenship
2022,KAZ,Kazakhstan,Female,138,,D4,Immigrants - citizenship
2022,KAZ,Kazakhstan,Total,173,,D4,Immigrants - citizenship
2023,KAZ,Kazakhstan,Male,71,,D4,Immigrants - citizenship
2023,KAZ,Kazakhstan,Female,213,,D4,Immigrants - citizenship
2023,KAZ,Kazakhstan,Total,284,,D4,Immigrants - citizenship
2019,KEN,Kenya,Male,68,,D4,Immigrants - citizenship
2019,KEN,Kenya,Female,139,,D4,Immigrants - citizenship
2019,KEN,Kenya,Total,207,,D4,Immigrants - citizenship
2020,KEN,Kenya,Male,60,,D4,Immigrants - citizenship
2020,KEN,Kenya,Female,94,,D4,Immigrants - citizenship
2020,KEN,Kenya,Total,154,,D4,Immigrants - citizenship
2021,KEN,Kenya,Male,47,,D4,Immigrants - citizenship
2021,KEN,Kenya,Female,109,,D4,Immigrants - citizenship
2021,KEN,Kenya,Total,156,,D4,Immigrants - citizenship
2022,KEN,Kenya,Male,62,,D4,Immigrants - citizenship
2022,KEN,Kenya,Female,118,,D4,Immigrants - citizenship
2022,KEN,Kenya,Total,180,,D4,Immigrants - citizenship
2023,KEN,Kenya,Male,63,,D4,Immigrants - citizenship
2023,KEN,Kenya,Female,175,,D4,Immigrants - citizenship
2023,KEN,Kenya,Total,238,,D4,Immigrants - citizenship
2019,KOR,Korea,Male,179,,D4,Immigrants - citizenship
2019,KOR,Korea,Female,223,,D4,Immigrants - citizenship
2019,KOR,Korea,Total,402,,D4,Immigrants - citizenship
2020,KOR,Korea,Male,90,,D4,Immigrants - citizenship
2020,KOR,Korea,Female,128,,D4,Immigrants - citizenship
2020,KOR,Korea,Total,218,,D4,Immigrants - citizenship
2021,KOR,Korea,Male,110,,D4,Immigrants - citizenship
2021,KOR,Korea,Female,129,,D4,Immigrants - citizenship
2021,KOR,Korea,Total,239,,D4,Immigrants - citizenship
2022,KOR,Korea,Male,104,,D4,Immigrants - citizenship
2022,KOR,Korea,Female,142,,D4,Immigrants - citizenship
2022,KOR,Korea,Total,246,,D4,Immigrants - citizenship
2023,KOR,Korea,Male,143,,D4,Immigrants - citizenship
2023,KOR,Korea,Female,180,,D4,Immigrants - citizenship
2023,KOR,Korea,Total,323,,D4,Immigrants - citizenship
2019,KWT,Kuwait,Male,4,,D4,Immigrants - citizenship
2019,KWT,Kuwait,Female,1,,D4,Immigrants - citizenship
2019,KWT,Kuwait,Total,5,,D4,Immigrants - citizenship
2020,KWT,Kuwait,Male,5,,D4,Immigrants - citizenship
2020,KWT,Kuwait,Female,5,,D4,Immigrants - citizenship
2020,KWT,Kuwait,Total,10,,D4,Immigrants - citizenship
2021,KWT,Kuwait,Male,10,,D4,Immigrants - citizenship
2021,KWT,Kuwait,Female,5,,D4,Immigrants - citizenship
2021,KWT,Kuwait,Total,15,,D4,Immigrants - citizenship
2022,KWT,Kuwait,Male,7,,D4,Immigrants - citizenship
2022,KWT,Kuwait,Female,5,,D4,Immigrants - citizenship
2022,KWT,Kuwait,Total,12,,D4,Immigrants - citizenship
2023,KWT,Kuwait,Male,6,,D4,Immigrants - citizenship
2023,KWT,Kuwait,Female,4,,D4,Immigrants - citizenship
2023,KWT,Kuwait,Total,10,,D4,Immigrants - citizenship
2019,KGZ,Kyrgyzstan,Male,23,,D4,Immigrants - citizenship
2019,KGZ,Kyrgyzstan,Female,62,,D4,Immigrants - citizenship
2019,KGZ,Kyrgyzstan,Total,85,,D4,Immigrants - citizenship
